data_extracao;linha;sentido;numero_sequencia;tipo;nome;endereco_logradouro
2020-08-02 01:58:38.796502;EC03 ;BAIRROTERMINAL;100;LOGRADOURO;;R ESTEVAO CRUZ
2020-08-02 01:58:38.796502;7032;CENTROBAIRRO;50;LOGRADOURO;;AV JULIO DE CASTILHOS
2020-08-02 01:58:38.796502;6651 ;CENTROBAIRRO;20;LOGRADOURO;;AV JULIO DE CASTILHOS
2020-08-02 01:58:38.796502;621  ;CENTROBAIRRO;20;LOGRADOURO;;AV JULIO DE CASTILHOS
2020-08-02 01:58:38.796502;665  ;CENTROBAIRRO;20;LOGRADOURO;;AV JULIO DE CASTILHOS
2020-08-02 01:58:38.796502;2801 ;CENTROBAIRRO;50;LOGRADOURO;;AV JULIO DE CASTILHOS
2020-08-02 01:58:38.796502;D731 ;CENTROBAIRRO;100;LOGRADOURO;;AV JULIO DE CASTILHOS
2020-08-02 01:58:38.796502;R67  ;CENTROBAIRRO;250;LOGRADOURO;;R JOSE DO PATROCINIO
2020-08-02 01:58:38.796502;C3   ;CENTROBAIRROCENTRO;700;LOGRADOURO;;PCA MARQUESA DE SEVIGNE
2020-08-02 01:58:38.796502;2632 ;BAIRROCENTRO;90;LOGRADOURO;;AV PRINCESA ISABEL
2020-08-02 01:58:38.796502;262;BAIRROCENTRO;175;LOGRADOURO;;PCA PRINCESA ISABEL
2020-08-02 01:58:38.796502;188  ;CENTROBAIRRO;160;LOGRADOURO;;AV COPACABANA
2020-08-02 01:58:38.796502;188  ;BAIRROCENTRO;60;LOGRADOURO;;R SARGENTO NICOLAU DIAS DE FARIAS
2020-08-02 01:58:38.796502;195  ;CENTROBAIRRO;125;LOGRADOURO;;R TVS
2020-08-02 01:58:38.796502;195  ;BAIRROCENTRO;35;LOGRADOURO;;R MUTUALIDADE
2020-08-02 01:58:38.796502;272  ;CENTROBAIRRO;550;LOGRADOURO;;AV TERESOPOLIS
2020-08-02 01:58:38.796502;210  ;BAIRROCENTRO;155;LOGRADOURO;;AV TERESOPOLIS
2020-08-02 01:58:38.796502;2682 ;BAIRROCENTRO;1150;LOGRADOURO;;AV SILVA PAES
2020-08-02 01:58:38.796502;272  ;CENTROBAIRRO;500;LOGRADOURO;;AV SILVA PAES
2020-08-02 01:58:38.796502;2672 ;BAIRROCENTRO;650;LOGRADOURO;;AV TERESOPOLIS
2020-08-02 01:58:38.796502;2671 ;BAIRROCENTRO;210;LOGRADOURO;;AV TERESOPOLIS
2020-08-02 01:58:38.796502;R10  ;CENTROBAIRRO;450;LOGRADOURO;;AV TERESOPOLIS
2020-08-02 01:58:38.796502;2823;BAIRROCENTRO;202;LOGRADOURO;;AV SILVA PAES
2020-08-02 01:58:38.796502;2672 ;BAIRROCENTRO;800;LOGRADOURO;;AV SILVA PAES
2020-08-02 01:58:38.796502;281  ;BAIRROCENTRO;106;LOGRADOURO;;AV SILVA PAES
2020-08-02 01:58:38.796502;2672 ;BAIRROCENTRO;850;LOGRADOURO;;TRAV VIAMAO
2020-08-02 01:58:38.796502;R21  ;CENTROBAIRRO;450;LOGRADOURO;;AV NITEROI
2020-08-02 01:58:38.796502;254  ;BAIRROCENTRO;30;LOGRADOURO;;AV NITEROI
2020-08-02 01:58:38.796502;2671 ;BAIRROCENTRO;250;LOGRADOURO;;R CEL NEVES
2020-08-02 01:58:38.796502;2681 ;CENTROBAIRRO;150;LOGRADOURO;;PCA BATALHAO SUEZ
2020-08-02 01:58:38.796502;T3   ;SULNORTE;850;LOGRADOURO;;AV PROF OSCAR PEREIRA
2020-08-02 01:58:38.796502;250  ;BAIRROCENTRO;8;LOGRADOURO;;ESTR DOS BATILLANAS
2020-08-02 01:58:38.796502;LE26 ;TERMINALBAIRROTERMINAL;800;LOGRADOURO;;LG EDGAR KOETZ
2020-08-02 01:58:38.796502;T3   ;NORTESUL;1000;LOGRADOURO;;R LUIZ DE CAMOES
2020-08-02 01:58:38.796502;T4   ;SULNORTE;550;LOGRADOURO;;AV CEL APARICIO BORGES
2020-08-02 01:58:38.796502;274  ;BAIRROCENTRO;40;LOGRADOURO;;R PADRE TESCHAUER
2020-08-02 01:58:38.796502;A874 ;TERMINALBAIRRO;250;LOGRADOURO;;R DR SARMENTO BARATA
2020-08-02 01:58:38.796502;G261 ;CENTROBAIRRO;450;LOGRADOURO;;R DR VERGARA
2020-08-02 01:58:38.796502;LI.2 ;BAIRROTERMINAL;200;LOGRADOURO;;AV MAUA
2020-08-02 01:58:38.796502;LI.2 ;BAIRROTERMINAL;300;LOGRADOURO;;R SIQUEIRA CAMPOS
2020-08-02 01:58:38.796502;273  ;BAIRROCENTRO;800;LOGRADOURO;;R SIQUEIRA CAMPOS
2020-08-02 01:58:38.796502;2802 ;CENTROBAIRRO;50;LOGRADOURO;;AV JULIO DE CASTILHOS
2020-08-02 01:58:38.796502;436  ;CENTROBAIRRO;20;LOGRADOURO;;AV JULIO DE CASTILHOS
2020-08-02 01:58:38.796502;273  ;CENTROBAIRRO;75;LOGRADOURO;;R DR SEBASTIAO LEAO
2020-08-02 01:58:38.796502;216  ;BAIRROCENTRO;400;LOGRADOURO;;TERM AZENHA
2020-08-02 01:58:38.796502;T51  ;SULNORTE;250;LOGRADOURO;;AV DA AZENHA
2020-08-02 01:58:38.796502;R321 ;CENTROBAIRRO;400;LOGRADOURO;;AV DA AZENHA
2020-08-02 01:58:38.796502;3752;CENTROBAIRRO;300;LOGRADOURO;;AV BENTO GONCALVES
2020-08-02 01:58:38.796502;R321 ;BAIRROCENTRO;500;LOGRADOURO;;AV BENTO GONCALVES
2020-08-02 01:58:38.796502;343  ;BAIRROCENTRO;20;LOGRADOURO;;AV BENTO GONCALVES
2020-08-02 01:58:38.796502;A1   ;BAIRROTERMINAL;1200;LOGRADOURO;;AV IGNES E FAGUNDES
2020-08-02 01:58:38.796502;2723 ;BAIRROCENTRO;60;LOGRADOURO;;AV NONOAI
2020-08-02 01:58:38.796502;A851;BAIRROCENTROBAIRRO;1100;LOGRADOURO;;AV NONOAI
2020-08-02 01:58:38.796502;A85;BAIRROCENTROBAIRRO;150;LOGRADOURO;;AV TERESOPOLIS
2020-08-02 01:58:38.796502;271  ;CENTROBAIRRO;300;LOGRADOURO;;AV TERESOPOLIS
2020-08-02 01:58:38.796502;2813 ;CENTROBAIRRO;650;LOGRADOURO;;AV TERESOPOLIS
2020-08-02 01:58:38.796502;2814 ;BAIRROCENTRO;800;LOGRADOURO;;AV TERESOPOLIS
2020-08-02 01:58:38.796502;2733 ;BAIRROCENTRO;1800;LOGRADOURO;;AV PRINCESA ISABEL
2020-08-02 01:58:38.796502;D67  ;BAIRROCENTRO;1300;LOGRADOURO;;AV PRINCESA ISABEL
2020-08-02 01:58:38.796502;283  ;CENTROBAIRRO;70;LOGRADOURO;;AV DA AZENHA
2020-08-02 01:58:38.796502;2567;CENTROBAIRRO;300;LOGRADOURO;;AV DA AZENHA
2020-08-02 01:58:38.796502;3946;CENTROBAIRRO;500;LOGRADOURO;;AV BENTO GONCALVES
2020-08-02 01:58:38.796502;A375 ;TERMINALBAIRROTERMINAL;50;LOGRADOURO;;AV BENTO GONCALVES
2020-08-02 01:58:38.796502;A375 ;TERMINALBAIRROTERMINAL;250;LOGRADOURO;;AV BENTO GONCALVES
2020-08-02 01:58:38.796502;A953 ;TERMINALBAIRROTERMINAL;100;LOGRADOURO;;AV BENTO GONCALVES
2020-08-02 01:58:38.796502;3972 ;TERMINALBAIRRO;150;LOGRADOURO;;AV BENTO GONCALVES
2020-08-02 01:58:38.796502;441  ;BAIRROCENTRO;300;LOGRADOURO;;AV PROTASIO ALVES
2020-08-02 01:58:38.796502;4972 ;BAIRROTERMINAL;750;LOGRADOURO;;R SILVA SO
2020-08-02 01:58:38.796502;A944 ;BAIRROCENTROBAIRRO;100;LOGRADOURO;;ESTR SAO FRANCISCO
2020-08-02 01:58:38.796502;A862 ;BAIRROTERMINAL;250;LOGRADOURO;;ESTR SAO FRANCISCO
2020-08-02 01:58:38.796502;3952 ;BAIRROTERMINAL;15;LOGRADOURO;;ESTR AFONSO LOURENCO MARIANTE
2020-08-02 01:58:38.796502;A951 ;BAIRROTERMINAL;100;LOGRADOURO;;ESTR JOAO DE OLIVEIRA REMIAO
2020-08-02 01:58:38.796502;T22  ;NORTESUL;950;LOGRADOURO;;AV CEL APARICIO BORGES
2020-08-02 01:58:38.796502;T22  ;SULNORTE;600;LOGRADOURO;;R DOM BOSCO
2020-08-02 01:58:38.796502;2603;CENTROBAIRRO;140;LOGRADOURO;;R MAJOR TITO
2020-08-02 01:58:38.796502;2603;CENTROBAIRRO;200;LOGRADOURO;;R DR VERGARA
2020-08-02 01:58:38.796502;R1   ;CENTROBAIRRO;670;LOGRADOURO;;AV RODRIGUES DA FONSECA
2020-08-02 01:58:38.796502;282  ;CENTROBAIRRO;170;LOGRADOURO;;R CRUZEIRO DO SUL
2020-08-02 01:58:38.796502;282  ;BAIRROCENTRO;130;LOGRADOURO;;R COMANDAI
2020-08-02 01:58:38.796502;A74  ;TERMINALBAIRRO;150;LOGRADOURO;;ESTR ARMANDO INACIO DA SILVEIRA
2020-08-02 01:58:38.796502;A69  ;BAIRROTERMINAL;100;LOGRADOURO;;ESTR DO VAREJAO
2020-08-02 01:58:38.796502;2741 ;CENTROBAIRRO;128;LOGRADOURO;;R ASCENCAO
2020-08-02 01:58:38.796502;441  ;CENTROBAIRRO;500;LOGRADOURO;;AV OSVALDO ARANHA
2020-08-02 01:58:38.796502;4921 ;CENTROBAIRRO;300;LOGRADOURO;;AV OSVALDO ARANHA
2020-08-02 01:58:38.796502;284  ;BAIRROCENTRO;230;LOGRADOURO;;AV NITEROI
2020-08-02 01:58:38.796502;2821 ;CENTROBAIRRO;450;LOGRADOURO;;AV DR CARLOS BARBOSA
2020-08-02 01:58:38.796502;2603;CENTROBAIRRO;30;LOGRADOURO;;PCA BATALHAO SUEZ
2020-08-02 01:58:38.796502;A841 ;TERMINALBAIRRO;250;LOGRADOURO;;ESTR DO RINCAO
2020-08-02 01:58:38.796502;T22  ;NORTESUL;1250;LOGRADOURO;;AV OSWALDO ROLLA (FOGUINHO)
2020-08-02 01:58:38.796502;F992 ;BAIRROCENTRO;30;LOGRADOURO;;AV CEL GASTAO HASLOCHER MAZERON
2020-08-02 01:58:38.796502;R41  ;CENTROBAIRRO;200;LOGRADOURO;;R SARMENTO LEITE
2020-08-02 01:58:38.796502;F05  ;CENTROBAIRRO;100;LOGRADOURO;;AV JULIO DE CASTILHOS
2020-08-02 01:58:38.796502;Z50  ;CENTROBAIRROCENTRO;200;LOGRADOURO;;LG VISCONDE DO CAIRU
2020-08-02 01:58:38.796502;2693 ;CENTROBAIRRO;250;LOGRADOURO;;R JOSE DO PATROCINIO
2020-08-02 01:58:38.796502;EC06 ;CENTROBAIRRO;400;LOGRADOURO;;R DA REPUBLICA
2020-08-02 01:58:38.796502;2721 ;CENTROBAIRRO;250;LOGRADOURO;;R DR SEBASTIAO LEAO
2020-08-02 01:58:38.796502;209  ;BAIRROCENTRO;225;LOGRADOURO;;PCA PRINCESA ISABEL
2020-08-02 01:58:38.796502;2631 ;BAIRROCENTRO;700;LOGRADOURO;;PCA PRINCESA ISABEL
2020-08-02 01:58:38.796502;2722 ;BAIRROCENTRO;1150;LOGRADOURO;;AV DA AZENHA
2020-08-02 01:58:38.796502;209  ;CENTROBAIRRO;50;LOGRADOURO;;AV DA AZENHA
2020-08-02 01:58:38.796502;4971 ;TERMINALBAIRRO;50;LOGRADOURO;;AV BENTO GONCALVES
2020-08-02 01:58:38.796502;3491 ;BAIRROCENTRO;550;LOGRADOURO;;AV BENTO GONCALVES
2020-08-02 01:58:38.796502;7612 ;CENTROBAIRRO;100;LOGRADOURO;;AV JULIO DE CASTILHOS
2020-08-02 01:58:38.796502;6279 ;CENTROBAIRRO;100;LOGRADOURO;;AV JULIO DE CASTILHOS
2020-08-02 01:58:38.796502;2677;CENTROBAIRRO;250;LOGRADOURO;;R JOSE DO PATROCINIO
2020-08-02 01:58:38.796502;C3   ;CENTROBAIRROCENTRO;670;LOGRADOURO;;R GEN LIMA E SILVA
2020-08-02 01:58:38.796502;T62A ;SULNORTE;50;LOGRADOURO;;TERM AZENHA
2020-08-02 01:58:38.796502;2632 ;BAIRROCENTRO;650;LOGRADOURO;;AV PRINCESA ISABEL
2020-08-02 01:58:38.796502;R67  ;BAIRROCENTRO;1300;LOGRADOURO;;AV PRINCESA ISABEL
2020-08-02 01:58:38.796502;2566;BAIRROCENTRO;450;LOGRADOURO;;AV PRINCESA ISABEL
2020-08-02 01:58:38.796502;280  ;CENTROBAIRRO;110;LOGRADOURO;;AV DA AZENHA
2020-08-02 01:58:38.796502;262;BAIRROCENTRO;170;LOGRADOURO;;AV DA AZENHA
2020-08-02 01:58:38.796502;266  ;BAIRROCENTRO;120;LOGRADOURO;;AV DA AZENHA
2020-08-02 01:58:38.796502;T89  ;LESTENORTE;100;LOGRADOURO;;AV BENTO GONCALVES
2020-08-02 01:58:38.796502;195  ;CENTROBAIRRO;111;LOGRADOURO;;R MUTUALIDADE
2020-08-02 01:58:38.796502;272  ;BAIRROCENTRO;165;LOGRADOURO;;AV TERESOPOLIS
2020-08-02 01:58:38.796502;M68  ;CENTROBAIRRO;650;LOGRADOURO;;AV TERESOPOLIS
2020-08-02 01:58:38.796502;M68  ;BAIRROCENTRO;1200;LOGRADOURO;;AV TERESOPOLIS
2020-08-02 01:58:38.796502;2694 ;BAIRROCENTRO;400;LOGRADOURO;;LG CARLOS RIBEIRO CANCELLA - BADICO
2020-08-02 01:58:38.796502;2671 ;BAIRROCENTRO;600;LOGRADOURO;;AV TERESOPOLIS
2020-08-02 01:58:38.796502;2101 ;CENTROBAIRRO;450;LOGRADOURO;;AV TERESOPOLIS
2020-08-02 01:58:38.796502;2671 ;CENTROBAIRRO;450;LOGRADOURO;;AV SILVA PAES
2020-08-02 01:58:38.796502;281  ;BAIRROCENTRO;110;LOGRADOURO;;TRAV VIAMAO
2020-08-02 01:58:38.796502;2823;BAIRROCENTRO;208;LOGRADOURO;;R CEL NEVES
2020-08-02 01:58:38.796502;T29  ;NORTESUL;1250;LOGRADOURO;;R CEL NEVES
2020-08-02 01:58:38.796502;2672 ;BAIRROCENTRO;1000;LOGRADOURO;;R CEL NEVES
2020-08-02 01:58:38.796502;274  ;CENTROBAIRRO;70;LOGRADOURO;;AV DR CARLOS BARBOSA
2020-08-02 01:58:38.796502;2681 ;BAIRROCENTRO;1300;LOGRADOURO;;AV DR CARLOS BARBOSA
2020-08-02 01:58:38.796502;A874 ;TERMINALBAIRRO;300;LOGRADOURO;;ESTR COSTA GAMA
2020-08-02 01:58:38.796502;G261 ;BAIRROCENTRO;400;LOGRADOURO;;AV OSWALDO ROLLA (FOGUINHO)
2020-08-02 01:58:38.796502;T3   ;SULNORTE;550;LOGRADOURO;;AV FRANCISCO MASSENA VIEIRA
2020-08-02 01:58:38.796502;T3   ;NORTESUL;1250;LOGRADOURO;;AV MOAB CALDAS
2020-08-02 01:58:38.796502;274  ;CENTROBAIRRO;140;LOGRADOURO;;R GEN JONATHAS BORGES FORTES
2020-08-02 01:58:38.796502;G261 ;CENTROBAIRRO;550;LOGRADOURO;;R MAJOR TITO
2020-08-02 01:58:38.796502;2661 ;BAIRROCENTRO;20;LOGRADOURO;;ESTR JOAO SALOMONI
2020-08-02 01:58:38.796502;3941 ;CENTROBAIRRO;100;LOGRADOURO;;AV MAUA
2020-08-02 01:58:38.796502;LI.2 ;TERMINALBAIRRO;150;LOGRADOURO;;R SIQUEIRA CAMPOS
2020-08-02 01:58:38.796502;438  ;BAIRROCENTRO;140;LOGRADOURO;;TRAV JOSE CARLOS DIAS DE OLIVEIRA
2020-08-02 01:58:38.796502;273  ;BAIRROCENTRO;850;LOGRADOURO;;R URUGUAI
2020-08-02 01:58:38.796502;LI.2 ;TERMINALBAIRRO;200;LOGRADOURO;;AV JULIO DE CASTILHOS
2020-08-02 01:58:38.796502;LE25 ;TERMINALBAIRROTERMINAL;100;LOGRADOURO;;AV JULIO DE CASTILHOS
2020-08-02 01:58:38.796502;E95  ;CENTROBAIRRO;200;LOGRADOURO;;AV JULIO DE CASTILHOS
2020-08-02 01:58:38.796502;E3   ;CENTROBAIRROCENTRO;1350;LOGRADOURO;;R CEL FERNANDO MACHADO
2020-08-02 01:58:38.796502;340  ;BAIRROCENTRO;190;LOGRADOURO;;AV PRINCESA ISABEL
2020-08-02 01:58:38.796502;T6   ;NORTESUL;170;LOGRADOURO;;AV DA AZENHA
2020-08-02 01:58:38.796502;R321 ;BAIRROCENTRO;550;LOGRADOURO;;AV BENTO GONCALVES
2020-08-02 01:58:38.796502;343  ;CENTROBAIRRO;120;LOGRADOURO;;AV BENTO GONCALVES
2020-08-02 01:58:38.796502;255  ;CENTROBAIRRO;120;LOGRADOURO;;AV BENTO GONCALVES
2020-08-02 01:58:38.796502;T61  ;NORTESUL;1250;LOGRADOURO;;AV BENTO GONCALVES
2020-08-02 01:58:38.796502;271  ;BAIRROCENTRO;315;LOGRADOURO;;AV TERESOPOLIS
2020-08-02 01:58:38.796502;2723 ;BAIRROCENTRO;76;LOGRADOURO;;AV TERESOPOLIS
2020-08-02 01:58:38.796502;2814 ;BAIRROCENTRO;700;LOGRADOURO;;AV TERESOPOLIS
2020-08-02 01:58:38.796502;2814 ;BAIRROCENTRO;770;LOGRADOURO;;AV TERESOPOLIS
2020-08-02 01:58:38.796502;LT01 ;CENTROBAIRROCENTRO;2650;LOGRADOURO;;R JOSE DO PATROCINIO
2020-08-02 01:58:38.796502;R68  ;BAIRROCENTRO;1350;LOGRADOURO;;AV PRINCESA ISABEL
2020-08-02 01:58:38.796502;2601 ;CENTROBAIRRO;40;LOGRADOURO;;AV DA AZENHA
2020-08-02 01:58:38.796502;R68  ;CENTROBAIRRO;400;LOGRADOURO;;AV DA AZENHA
2020-08-02 01:58:38.796502;3946;BAIRROCENTRO;400;LOGRADOURO;;AV BENTO GONCALVES
2020-08-02 01:58:38.796502;3763;TERMINALBAIRROTERMINAL;50;LOGRADOURO;;AV BENTO GONCALVES
2020-08-02 01:58:38.796502;353  ;BAIRROCENTRO;10;LOGRADOURO;;AV BENTO GONCALVES
2020-08-02 01:58:38.796502;T121;SULNORTE;300;LOGRADOURO;;AV BENTO GONCALVES
2020-08-02 01:58:38.796502;A375 ;TERMINALBAIRROTERMINAL;400;LOGRADOURO;;AV BENTO GONCALVES
2020-08-02 01:58:38.796502;3981 ;CENTROBAIRRO;350;LOGRADOURO;;AV BENTO GONCALVES
2020-08-02 01:58:38.796502;C31  ;CENTROBAIRROCENTRO;450;LOGRADOURO;;R RAMIRO BARCELOS
2020-08-02 01:58:38.796502;4921 ;BAIRROCENTRO;450;LOGRADOURO;;AV PROTASIO ALVES
2020-08-02 01:58:38.796502;4972 ;TERMINALBAIRRO;500;LOGRADOURO;;AV PROTASIO ALVES
2020-08-02 01:58:38.796502;3952 ;TERMINALBAIRRO;236;LOGRADOURO;;ESTR AFONSO LOURENCO MARIANTE
2020-08-02 01:58:38.796502;A862 ;BAIRROTERMINAL;350;LOGRADOURO;;R GIACOMO MUTTONI
2020-08-02 01:58:38.796502;A944 ;BAIRROCENTROBAIRRO;150;LOGRADOURO;;ESTR JOAO DE OLIVEIRA REMIAO
2020-08-02 01:58:38.796502;E06;BAIRROCENTROBAIRRO;400;LOGRADOURO;;AV CEL APARICIO BORGES
2020-08-02 01:58:38.796502;284  ;CENTROBAIRRO;180;LOGRADOURO;;R MAJOR TITO
2020-08-02 01:58:38.796502;284  ;BAIRROCENTRO;125;LOGRADOURO;;R MAJOR TITO
2020-08-02 01:58:38.796502;282  ;CENTROBAIRRO;110;LOGRADOURO;;AV DR CARLOS BARBOSA
2020-08-02 01:58:38.796502;267  ;BAIRROCENTRO;600;LOGRADOURO;;AV DR CARLOS BARBOSA
2020-08-02 01:58:38.796502;A69  ;TERMINALBAIRRO;300;LOGRADOURO;;AV DO LAMI
2020-08-02 01:58:38.796502;A68  ;TERMINALBAIRRO;500;LOGRADOURO;;ESTR OTAVIANO JOSE PINTO
2020-08-02 01:58:38.796502;2741 ;BAIRROCENTRO;50;LOGRADOURO;;AV PROF OSCAR PEREIRA
2020-08-02 01:58:38.796502;2822 ;CENTROBAIRRO;500;LOGRADOURO;;AV MOAB CALDAS
2020-08-02 01:58:38.796502;3974 ;BAIRROCENTRO;1050;LOGRADOURO;;AV BENTO GONCALVES
2020-08-02 01:58:38.796502;398  ;CENTROBAIRRO;70;LOGRADOURO;;AV BENTO GONCALVES
2020-08-02 01:58:38.796502;398  ;BAIRROCENTRO;30;LOGRADOURO;;AV BENTO GONCALVES
2020-08-02 01:58:38.796502;3441 ;CENTROBAIRRO;450;LOGRADOURO;;AV BENTO GONCALVES
2020-08-02 01:58:38.796502;3988 ;TERMINALBAIRRO;85;LOGRADOURO;;AV BENTO GONCALVES
2020-08-02 01:58:38.796502;2821 ;BAIRROCENTRO;35;LOGRADOURO;;PCA TABIRA
2020-08-02 01:58:38.796502;184  ;CENTROBAIRRO;210;LOGRADOURO;;R HILARIO CRISTO
2020-08-02 01:58:38.796502;268  ;BAIRROCENTRO;146;LOGRADOURO;;AV TERESOPOLIS
2020-08-02 01:58:38.796502;268  ;CENTROBAIRRO;106;LOGRADOURO;;AV TERESOPOLIS
2020-08-02 01:58:38.796502;268  ;BAIRROCENTRO;147;LOGRADOURO;;AV SILVA PAES
2020-08-02 01:58:38.796502;E30  ;BAIRROCENTRO;550;LOGRADOURO;;R DA CONCEICAO
2020-08-02 01:58:38.796502;2721 ;BAIRROCENTRO;650;LOGRADOURO;;R DA CONCEICAO
2020-08-02 01:58:38.796502;493  ;BAIRROCENTRO;100;LOGRADOURO;;AV MAUA
2020-08-02 01:58:38.796502;2721 ;BAIRROCENTRO;400;LOGRADOURO;;AV MAUA
2020-08-02 01:58:38.796502;2721 ;CENTROBAIRRO;100;LOGRADOURO;;AV MAUA
2020-08-02 01:58:38.796502;2721 ;CENTROBAIRRO;50;LOGRADOURO;;R URUGUAI
2020-08-02 01:58:38.796502;2722 ;CENTROBAIRRO;50;LOGRADOURO;;R URUGUAI
2020-08-02 01:58:38.796502;6613 ;CENTROBAIRRO;100;LOGRADOURO;;AV JULIO DE CASTILHOS
2020-08-02 01:58:38.796502;715  ;CENTROBAIRRO;20;LOGRADOURO;;AV JULIO DE CASTILHOS
2020-08-02 01:58:38.796502;A842 ;TERMINALBAIRRO;50;LOGRADOURO;;R SILVIO SILVEIRA SOARES
2020-08-02 01:58:38.796502;EC05 ;SULNORTE;300;LOGRADOURO;;AV PAULO GAMA
2020-08-02 01:58:38.796502;LE41 ;CENTROBAIRRO;100;LOGRADOURO;;R DA CONCEICAO
2020-08-02 01:58:38.796502;6619 ;BAIRROCENTRO;1100;LOGRADOURO;;R DA CONCEICAO
2020-08-02 01:58:38.796502;6279 ;BAIRROCENTRO;1100;LOGRADOURO;;R DA CONCEICAO
2020-08-02 01:58:38.796502;Z10  ;CENTROBAIRROCENTRO;150;LOGRADOURO;;AV MAUA
2020-08-02 01:58:38.796502;280  ;BAIRROCENTRO;260;LOGRADOURO;;AV MAUA
2020-08-02 01:58:38.796502;D13  ;BAIRROCENTRO;1000;LOGRADOURO;;AV MAUA
2020-08-02 01:58:38.796502;C3   ;CENTROBAIRROCENTRO;996;LOGRADOURO;;R SIQUEIRA CAMPOS
2020-08-02 01:58:38.796502;Z30  ;CENTROBAIRROCENTRO;200;LOGRADOURO;;LG VISCONDE DO CAIRU
2020-08-02 01:58:38.796502;C12  ;CENTROBAIRROCENTRO;600;LOGRADOURO;;R JOSE DO PATROCINIO
2020-08-02 01:58:38.796502;272  ;CENTROBAIRRO;73;LOGRADOURO;;R JOSE DO PATROCINIO
2020-08-02 01:58:38.796502;264  ;BAIRROCENTRO;130;LOGRADOURO;;AV PRINCESA ISABEL
2020-08-02 01:58:38.796502;272  ;CENTROBAIRRO;77;LOGRADOURO;;AV DA AZENHA
2020-08-02 01:58:38.796502;3943 ;CENTROBAIRRO;350;LOGRADOURO;;AV DA AZENHA
2020-08-02 01:58:38.796502;3468 ;TERMINALBAIRRO;100;LOGRADOURO;;AV BENTO GONCALVES
2020-08-02 01:58:38.796502;341  ;CENTROBAIRRO;450;LOGRADOURO;;AV BENTO GONCALVES
2020-08-02 01:58:38.796502;TR32;CENTROBAIRRO;300;LOGRADOURO;;AV DA AZENHA
2020-08-02 01:58:38.796502;T11A ;BAIRROCENTROBAIRRO;50;LOGRADOURO;;AV BENTO GONCALVES
2020-08-02 01:58:38.796502;3758 ;TERMINALBAIRRO;300;LOGRADOURO;;AV BENTO GONCALVES
2020-08-02 01:58:38.796502;2725 ;BAIRROTERMINAL;450;LOGRADOURO;;AV BENTO GONCALVES
2020-08-02 01:58:38.796502;3986 ;BAIRROCENTRO;20;LOGRADOURO;;AV BENTO GONCALVES
2020-08-02 01:58:38.796502;C80  ;BAIRROCENTROBAIRRO;1700;LOGRADOURO;;AV PEREIRA PASSOS
2020-08-02 01:58:38.796502;C80  ;BAIRROCENTROBAIRRO;100;LOGRADOURO;;R CASSIO DE MEDEIROS
2020-08-02 01:58:38.796502;C80  ;BAIRROCENTROBAIRRO;650;LOGRADOURO;;AV NONOAI
2020-08-02 01:58:38.796502;2101 ;CENTROBAIRRO;500;LOGRADOURO;;AV NONOAI
2020-08-02 01:58:38.796502;R4   ;CENTROBAIRRO;480;LOGRADOURO;;AV TERESOPOLIS
2020-08-02 01:58:38.796502;1493;BAIRROCENTRO;100;LOGRADOURO;;R ESTEVAO CRUZ
2020-08-02 01:58:38.796502;187  ;CENTROBAIRRO;230;LOGRADOURO;;R DA PRUDENCIA
2020-08-02 01:58:38.796502;187  ;BAIRROCENTRO;90;LOGRADOURO;;ESTR VILA MARIA
2020-08-02 01:58:38.796502;T4   ;SULNORTE;500;LOGRADOURO;;AV TERESOPOLIS
2020-08-02 01:58:38.796502;2731 ;BAIRROCENTRO;2500;LOGRADOURO;;TRAV VIAMAO
2020-08-02 01:58:38.796502;T3   ;NORTESUL;1200;LOGRADOURO;;AV NITEROI
2020-08-02 01:58:38.796502;2661 ;BAIRROCENTRO;70;LOGRADOURO;;AV NITEROI
2020-08-02 01:58:38.796502;2681 ;BAIRROCENTRO;1200;LOGRADOURO;;AV GEN GOMES CARNEIRO
2020-08-02 01:58:38.796502;2681 ;BAIRROCENTRO;1250;LOGRADOURO;;R CEL NEVES
2020-08-02 01:58:38.796502;2731 ;BAIRROCENTRO;2800;LOGRADOURO;;R CEL NEVES
2020-08-02 01:58:38.796502;273  ;BAIRROCENTRO;470;LOGRADOURO;;R ANTONIO CARLOS GUIMARAES
2020-08-02 01:58:38.796502;R32  ;BAIRROCENTRO;1050;LOGRADOURO;;AV PAULO GAMA
2020-08-02 01:58:38.796502;438  ;BAIRROCENTRO;110;LOGRADOURO;;TUN NS DA CONCEICAO-ELEVADAS
2020-08-02 01:58:38.796502;436  ;CENTROBAIRRO;30;LOGRADOURO;;R DA CONCEICAO
2020-08-02 01:58:38.796502;M76  ;CENTROBAIRROCENTRO;750;LOGRADOURO;;R DA CONCEICAO
2020-08-02 01:58:38.796502;4931 ;BAIRROCENTRO;95;LOGRADOURO;;R DA CONCEICAO
2020-08-02 01:58:38.796502;610  ;CENTROBAIRRO;30;LOGRADOURO;;R DA CONCEICAO
2020-08-02 01:58:38.796502;631  ;BAIRROCENTRO;150;LOGRADOURO;;R DA CONCEICAO
2020-08-02 01:58:38.796502;2732 ;CENTROBAIRRO;100;LOGRADOURO;;AV MAUA
2020-08-02 01:58:38.796502;M76  ;CENTROBAIRROCENTRO;800;LOGRADOURO;;AV MAUA
